detail_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
DTL002676,ORD00696,PRD001,1,39865,0,39865
DTL002707,ORD00705,PRD001,1,39865,0.1234821979831241,34942
DTL002712,ORD00706,PRD001,2,39865,0,79730
DTL002719,ORD00708,PRD001,1,39865,0.22426553038797936,30924
DTL002739,ORD00713,PRD001,2,39865,0,79730
DTL002754,ORD00716,PRD001,2,39865,0,79730
DTL002794,ORD00726,PRD001,1,39865,0.0790670092903736,36712
DTL002837,ORD00737,PRD001,2,39865,0,79730
DTL002874,ORD00747,PRD001,2,39865,0,79730
DTL002880,ORD00748,PRD001,3,39865,0.02503598923452463,116600
DTL002915,ORD00756,PRD001,3,39865,0,119595
DTL002948,ORD00765,PRD001,2,39865,0.05815080441946113,75093
DTL002972,ORD00772,PRD001,3,39865,0,119595
DTL002977,ORD00774,PRD001,5,39865,0,199325
DTL002985,ORD00776,PRD001,2,39865,0.018660197798096658,78242
DTL003000,ORD00780,PRD001,2,39865,0,79730
DTL003038,ORD00790,PRD001,1,39865,0.1234821979831241,34942
DTL003042,ORD00793,PRD001,1,39865,0.0790670092903736,36712
DTL003063,ORD00798,PRD001,3,39865,0,119595
DTL003107,ORD00811,PRD001,2,39865,0,79730
DTL003108,ORD00811,PRD001,1,39865,0.038030043734550295,38348
DTL003113,ORD00813,PRD001,1,39865,0,39865
DTL003125,ORD00817,PRD001,2,39865,0.018660197798096658,78242
DTL003135,ORD00819,PRD001,5,39865,0,199325
DTL003178,ORD00832,PRD001,1,39865,0.038030043734550295,38348
DTL003184,ORD00833,PRD001,0,39865,0,0
DTL003186,ORD00834,PRD001,3,39865,0,119595
DTL003191,ORD00835,PRD001,1,39865,0,39865
DTL003198,ORD00836,PRD001,2,39865,0.018660197798096658,78242
DTL003203,ORD00838,PRD001,1,39865,0,39865
DTL003212,ORD00840,PRD001,1,39865,0.0790670092903736,36712
DTL003252,ORD00849,PRD001,1,39865,0.22426553038797936,30924
DTL003265,ORD00852,PRD001,1,39865,0,39865
DTL003272,ORD00854,PRD001,1,39865,0.1234821979831241,34942
DTL003274,ORD00855,PRD001,1,39865,0,39865
DTL003282,ORD00856,PRD001,1,39865,0,39865
DTL003307,ORD00863,PRD001,3,39865,0,119595
DTL003316,ORD00865,PRD001,2,39865,0.05815080441946113,75093
DTL003317,ORD00865,PRD001,1,39865,0,39865
DTL003362,ORD00875,PRD001,3,39865,0.06503219093451258,111817
DTL003370,ORD00877,PRD001,2,39865,0,79730
DTL003368,ORD00877,PRD001,1,39865,0,39865
DTL003412,ORD00889,PRD001,1,39865,0,39865
DTL003445,ORD00897,PRD001,1,39865,0,39865
DTL003450,ORD00898,PRD001,1,39865,0.1234821979831241,34942
DTL003468,ORD00904,PRD001,1,39865,0,39865
DTL003506,ORD00915,PRD001,1,39865,0,39865
DTL003528,ORD00920,PRD001,3,39865,0,119595
DTL003548,ORD00925,PRD001,1,39865,0,39865
DTL003581,ORD00933,PRD001,2,39865,0,79730
DTL003583,ORD00933,PRD001,3,39865,0.038030043734550295,115046
DTL003615,ORD00943,PRD001,3,39865,0,119595
DTL003645,ORD00952,PRD001,4,39865,0.04799385678633135,151806
DTL003655,ORD00953,PRD001,2,39865,0,79730
DTL003666,ORD00957,PRD001,3,39865,0.02503598923452463,116600
DTL003668,ORD00957,PRD001,1,39865,0,39865
DTL003682,ORD00960,PRD001,4,39865,0.018660197798096658,156484
DTL003690,ORD00962,PRD001,1,39865,0,39865
DTL003701,ORD00964,PRD001,1,39865,0,39865
DTL003707,ORD00965,PRD001,4,39865,0,159460
DTL003715,ORD00968,PRD001,1,39865,0,39865
DTL003750,ORD00977,PRD001,4,39865,0,159460
DTL003754,ORD00977,PRD001,0,39865,0,0
DTL003809,ORD00990,PRD001,3,39865,0,119595
DTL003818,ORD00992,PRD001,2,39865,0,79730
DTL003826,ORD00994,PRD001,1,39865,0,39865
DTL003840,ORD00998,PRD001,5,39865,0,199325
DTL003835,ORD00997,PRD002,2,30547,0,61094
DTL003792,ORD00986,PRD002,4,30547,0,122188
DTL003794,ORD00987,PRD002,1,30547,0,30547
DTL003761,ORD00979,PRD002,1,30547,0.0338443835245541,29513
DTL003727,ORD00972,PRD002,1,30547,0.10890478091988239,27220
DTL003691,ORD00962,PRD002,2,30547,0.0891360929867722,55648
DTL003695,ORD00963,PRD002,4,30547,0,122188
DTL003675,ORD00959,PRD002,1,30547,0,30547
DTL003663,ORD00956,PRD002,1,30547,0.19571769679414414,24568
DTL003610,ORD00941,PRD002,3,30547,0,91641
DTL003602,ORD00939,PRD002,2,30547,0,61094
DTL003585,ORD00934,PRD002,1,30547,0,30547
DTL003569,ORD00930,PRD002,3,30547,0,91641
DTL003538,ORD00923,PRD002,4,30547,0,122188
DTL003499,ORD00913,PRD002,5,30547,0,152735
DTL003491,ORD00911,PRD002,3,30547,0,91641
DTL003354,ORD00874,PRD002,1,30547,0,30547
DTL003356,ORD00874,PRD002,2,30547,0.0891360929867722,55648
DTL003326,ORD00867,PRD002,3,30547,0,91641
DTL003283,ORD00856,PRD002,3,30547,0,91641
DTL003263,ORD00852,PRD002,3,30547,0,91641
DTL003245,ORD00848,PRD002,2,30547,0,61094
DTL003214,ORD00841,PRD002,0,28918,0,0
DTL003137,ORD00820,PRD002,1,30547,0,30547
DTL003142,ORD00822,PRD002,1,30547,0,30547
DTL003164,ORD00828,PRD002,2,30547,0,61094
DTL003117,ORD00815,PRD002,1,30547,0.0338443835245541,29513
DTL003081,ORD00805,PRD002,2,30547,0.05164044479636451,57939
DTL003082,ORD00805,PRD002,2,30547,0,61094
DTL003093,ORD00808,PRD002,2,30547,0,61094
DTL003053,ORD00796,PRD002,1,30547,0,30547
DTL003055,ORD00797,PRD002,1,30547,0,30547
DTL003041,ORD00792,PRD002,5,30547,0,152735
DTL002992,ORD00778,PRD002,1,30547,0.10890478091988239,27220
DTL002970,ORD00771,PRD002,1,30547,0,30547
DTL002944,ORD00764,PRD002,4,30547,0,122188
DTL002933,ORD00761,PRD002,3,30547,0,91641
DTL002922,ORD00758,PRD002,3,30547,0.0338443835245541,88539
DTL002898,ORD00752,PRD002,3,30547,0,91641
DTL002899,ORD00753,PRD002,1,30547,0,30547
DTL002844,ORD00739,PRD002,2,30547,0.01664059639897494,60077
DTL002821,ORD00732,PRD002,3,30547,0,91641
DTL002798,ORD00727,PRD002,1,30547,0,30547
DTL002803,ORD00728,PRD002,4,30547,0,122188
DTL002778,ORD00722,PRD002,1,30747,0,30747
DTL002782,ORD00723,PRD002,2,30547,0,61094
DTL002717,ORD00707,PRD002,2,30547,0,61094
DTL002727,ORD00710,PRD002,1,30547,0.19571769679414414,24568
DTL002684,ORD00698,PRD002,1,30547,0,30547
DTL002694,ORD00702,PRD002,3,30547,0,91641
DTL002668,ORD00695,PRD002,5,30547,0,152735
DTL002659,ORD00692,PRD002,3,30547,0,91641
DTL002508,ORD00653,PRD002,3,30547,0,91641
DTL002520,ORD00656,PRD002,1,30547,0,30547
DTL002529,ORD00659,PRD002,5,30547,0,152735
DTL002568,ORD00668,PRD002,4,30547,0,122188
DTL002492,ORD00648,PRD002,1,30547,0,30547
DTL002476,ORD00645,PRD002,1,30547,0,30547
DTL002420,ORD00630,PRD002,1,30547,0,30547
DTL002396,ORD00625,PRD002,1,30547,0.10890478091988239,27220
DTL002375,ORD00620,PRD002,5,30547,0,152735
DTL002308,ORD00600,PRD002,2,30547,0,61094
DTL002263,ORD00589,PRD002,1,30547,0,30547
DTL002246,ORD00584,PRD002,4,30547,0,122188
DTL002252,ORD00585,PRD002,1,30547,0,30547
DTL002266,ORD00590,PRD002,2,30547,0,61094
DTL002274,ORD00592,PRD002,3,30547,0,91641
DTL002214,ORD00577,PRD002,1,30547,0.0338443835245541,29513
DTL002234,ORD00581,PRD002,3,30547,0,91641
DTL002150,ORD00560,PRD002,1,30547,0,30547
DTL002156,ORD00561,PRD002,2,30547,0.0338443835245541,59026
DTL002182,ORD00568,PRD002,1,30547,0.0338443835245541,29513
DTL002203,ORD00574,PRD002,3,30547,0,91641
DTL002092,ORD00543,PRD002,2,30547,0,61094
DTL002076,ORD00539,PRD002,3,30547,0.01103253494555444,90629
DTL002119,ORD00551,PRD002,5,30547,0,152735
DTL002124,ORD00552,PRD002,4,30547,0.025170319159646945,119112
DTL002128,ORD00552,PRD002,1,30547,0,30547
DTL002130,ORD00553,PRD002,3,30547,0.0338443835245541,88539
DTL002041,ORD00529,PRD002,2,30547,0,61094
DTL002053,ORD00532,PRD002,4,30547,0,122188
DTL001986,ORD00516,PRD002,1,30547,0,30547
DTL001975,ORD00513,PRD002,3,30547,0,91641
DTL001977,ORD00513,PRD002,1,30547,0.07005990121553929,28406
DTL001960,ORD00509,PRD002,3,30129,0,90387
DTL001948,ORD00506,PRD002,2,30547,0,61094
DTL001937,ORD00503,PRD002,2,30547,0,61094
DTL001927,ORD00499,PRD002,1,30547,0,30547
DTL001907,ORD00494,PRD002,3,30547,0,91641
DTL001904,ORD00493,PRD002,1,30547,0.07005990121553929,28406
DTL001913,ORD00495,PRD002,3,30547,0,91641
DTL001868,ORD00483,PRD002,2,30547,0,61094
DTL001870,ORD00483,PRD002,5,30547,0,152735
DTL001851,ORD00478,PRD002,1,30547,0,30547
DTL001825,ORD00472,PRD002,1,30547,0.10890478091988239,27220
DTL001807,ORD00467,PRD002,1,30547,0,30547
DTL001793,ORD00464,PRD002,2,30547,0.0891360929867722,55648
DTL001763,ORD00456,PRD002,4,30547,0.01664059639897494,120154
DTL001748,ORD00453,PRD002,2,30547,0.0338443835245541,59026
DTL001727,ORD00448,PRD002,1,30547,-0.061449595968906506,32424
DTL001732,ORD00450,PRD002,2,30547,0.05164044479636451,57939
DTL001652,ORD00431,PRD002,1,30547,0,30547
DTL001675,ORD00437,PRD002,1,30547,0.10890478091988239,27220
DTL001700,ORD00442,PRD002,2,30547,0,61094
DTL001602,ORD00419,PRD002,1,30547,0,30547
DTL001571,ORD00410,PRD002,0,30547,0,0
DTL001573,ORD00411,PRD002,2,30547,0,61094
DTL001575,ORD00411,PRD002,1,30547,0.07005990121553929,28406
DTL001612,ORD00421,PRD002,1,29205,0.19080328181644723,23632
DTL001556,ORD00405,PRD002,0,27796,0,0
DTL001536,ORD00400,PRD002,1,30547,0.07005990121553929,28406
DTL001523,ORD00396,PRD002,1,30547,0,30547
DTL001510,ORD00392,PRD002,5,30547,0,152735
DTL001499,ORD00390,PRD002,1,30547,0,30547
DTL001370,ORD00355,PRD002,1,30547,0.19571769679414414,24568
DTL001397,ORD00362,PRD002,1,30547,0.19571769679414414,24568
DTL001410,ORD00366,PRD002,1,30547,0.10890478091988239,27220
DTL001422,ORD00371,PRD002,2,30547,0,61094
DTL001333,ORD00344,PRD002,2,30547,0,61094
DTL001318,ORD00339,PRD002,1,30547,0.19571769679414414,24568
DTL001230,ORD00318,PRD002,1,30547,0,30547
DTL001208,ORD00311,PRD002,2,30547,0.01664059639897494,60077
DTL001217,ORD00316,PRD002,0,31676,0,0
DTL001218,ORD00316,PRD002,3,30547,0,91641
DTL001170,ORD00302,PRD002,1,30547,0,30547
DTL001071,ORD00280,PRD002,1,30547,0.0338443835245541,29513
DTL001038,ORD00270,PRD002,2,30685,0.08869966294128083,55926
DTL001013,ORD00263,PRD002,1,30547,0.0338443835245541,29513
DTL000995,ORD00259,PRD002,0,30547,0,0
DTL000988,ORD00257,PRD002,1,30547,0.0338443835245541,29513
DTL000974,ORD00254,PRD002,2,30547,0,61094
DTL000948,ORD00248,PRD002,3,30547,0,91641
DTL000930,ORD00242,PRD002,4,30547,0,122188
DTL000904,ORD00236,PRD002,4,30547,0,122188
DTL000875,ORD00229,PRD002,1,30547,0.07005990121553929,28406
DTL000834,ORD00218,PRD002,2,30547,0,61094
DTL000836,ORD00218,PRD002,1,30547,0.0338443835245541,29513
DTL000847,ORD00221,PRD002,4,28611,0,114444
DTL000865,ORD00226,PRD002,1,30547,0,30547
DTL000816,ORD00213,PRD002,4,30547,0,122188
DTL000727,ORD00189,PRD002,3,30547,0.01103253494555444,90629
DTL000729,ORD00190,PRD002,2,30547,0,61094
DTL000735,ORD00192,PRD002,4,30547,0,122188
DTL000656,ORD00173,PRD002,1,30547,0,30547
DTL000659,ORD00173,PRD002,2,30547,0.0338443835245541,59026
DTL000666,ORD00175,PRD002,2,30547,0,61094
DTL000622,ORD00162,PRD002,1,30547,0,30547
DTL000628,ORD00164,PRD002,1,30547,0,30547
DTL000580,ORD00152,PRD002,1,30547,0.0338443835245541,29513
DTL000600,ORD00156,PRD002,1,28311,0,28311
DTL000540,ORD00142,PRD002,1,30547,0.10890478091988239,27220
DTL000525,ORD00139,PRD002,5,30547,0,152735
DTL000494,ORD00131,PRD002,2,30547,0.01664059639897494,60077
DTL000490,ORD00129,PRD002,2,30547,0.0891360929867722,55648
DTL000483,ORD00128,PRD002,2,30547,0.0338443835245541,59026
DTL000476,ORD00126,PRD002,1,30547,0,30547
DTL000430,ORD00114,PRD002,1,30547,0.0338443835245541,29513
DTL000456,ORD00121,PRD002,5,30547,0,152735
DTL000397,ORD00107,PRD002,1,30547,0,30547
DTL000408,ORD00108,PRD002,3,30547,0,91641
DTL000354,ORD00096,PRD002,3,30547,0,91641
DTL000294,ORD00081,PRD002,1,30547,0,30547
DTL000298,ORD00082,PRD002,2,30547,0,61094
DTL000301,ORD00082,PRD002,1,28354,-0.03406690740614567,29319
DTL000238,ORD00063,PRD002,4,30547,0,122188
DTL000265,ORD00072,PRD002,1,30547,0,30547
DTL000148,ORD00039,PRD002,1,30547,0.2123412748970145,24060
DTL000183,ORD00049,PRD002,1,30547,0,30547
DTL000195,ORD00052,PRD002,1,30547,0.19571769679414414,24568
DTL000204,ORD00054,PRD002,2,30547,0,61094
DTL000209,ORD00055,PRD002,1,30547,0.10890478091988239,27220
DTL000134,ORD00035,PRD002,1,30547,0,30547
DTL000124,ORD00033,PRD002,5,30547,0,152735
DTL000104,ORD00027,PRD002,1,30547,0.0338443835245541,29513
DTL000014,ORD00004,PRD002,3,30547,0,91641
DTL000053,ORD00014,PRD002,2,30547,0,61094
DTL000046,ORD00012,PRD003,1,26835,0.12586532410320955,23457
DTL000069,ORD00019,PRD003,4,26835,0,107340
DTL000016,ORD00005,PRD003,4,26460,0,105840
DTL000033,ORD00010,PRD003,2,26835,0,53670
DTL000037,ORD00011,PRD003,3,26835,0,80505
DTL000101,ORD00026,PRD003,1,25892,0,25892
DTL000076,ORD00020,PRD003,1,26835,0.12586532410320955,23457
DTL000133,ORD00035,PRD003,3,26835,0,80505
DTL000138,ORD00037,PRD003,1,26835,0,26835
DTL000203,ORD00053,PRD003,2,26835,0.03870718018192375,51592
DTL000201,ORD00053,PRD003,1,26835,0,26835
DTL000193,ORD00052,PRD003,1,26835,0,26835
DTL000144,ORD00039,PRD003,1,26835,0,26835
DTL000170,ORD00046,PRD003,3,26835,0,80505
DTL000252,ORD00068,PRD003,1,26835,0,26835
DTL000274,ORD00075,PRD003,3,26835,0,80505
DTL000287,ORD00079,PRD003,2,26835,0.03870718018192375,51592
DTL000305,ORD00083,PRD003,1,26835,0,26835
DTL000399,ORD00107,PRD003,2,26835,0,53670
DTL000379,ORD00102,PRD003,5,24197,0,120985
DTL000432,ORD00115,PRD003,4,26835,0,107340
DTL000484,ORD00128,PRD003,1,26835,0,26835
DTL000492,ORD00130,PRD003,3,26835,0,80505
DTL000496,ORD00132,PRD003,3,26835,0,80505
DTL000508,ORD00135,PRD003,2,26835,0.10273268954181221,48156
DTL000510,ORD00135,PRD003,2,26835,0.10273268954181221,48156
DTL000535,ORD00141,PRD003,1,26835,0.03870718018192375,25796
DTL000544,ORD00143,PRD003,2,26835,0,53670
DTL000552,ORD00145,PRD003,1,26835,0,26835
DTL000570,ORD00150,PRD003,1,26835,0,26835
DTL000585,ORD00153,PRD003,1,26835,0,26835
DTL000674,ORD00177,PRD003,5,26835,0,134175
DTL000698,ORD00181,PRD003,1,26835,0,26835
DTL000691,ORD00180,PRD003,2,26835,0,53670
DTL000745,ORD00194,PRD003,2,26835,0,53670
DTL000799,ORD00208,PRD003,1,26835,0,26835
DTL000852,ORD00222,PRD003,4,26835,0,107340
DTL000845,ORD00221,PRD003,2,26835,0,53670
DTL000913,ORD00238,PRD003,3,26835,0,80505
DTL000917,ORD00239,PRD003,2,26835,0,53670
DTL000934,ORD00243,PRD003,3,26835,0.02547608432583912,78454
DTL000921,ORD00240,PRD003,2,26835,0,53670
DTL000949,ORD00248,PRD003,4,26835,0,107340
DTL000952,ORD00248,PRD003,1,26835,0,26835
DTL000938,ORD00245,PRD003,1,26835,0.2289901534234028,20690
DTL000943,ORD00246,PRD003,5,26835,0,134175
DTL000959,ORD00250,PRD003,2,26835,0,53670
DTL000978,ORD00255,PRD003,1,26835,0.12586532410320955,23457
DTL001023,ORD00266,PRD003,3,26835,0,80505
DTL001005,ORD00262,PRD003,2,26835,0,53670
DTL001032,ORD00269,PRD003,2,26835,0,53670
DTL001057,ORD00276,PRD003,1,26835,0.2289901534234028,20690
DTL001058,ORD00276,PRD003,1,26835,0,26835
DTL001064,ORD00278,PRD003,1,26835,0,26835
DTL001130,ORD00293,PRD003,1,26835,0.08053150795248641,24673
DTL001121,ORD00291,PRD003,3,26835,0.03870718018192375,77388
DTL001123,ORD00291,PRD003,3,26835,0,80505
DTL001127,ORD00292,PRD003,3,26835,0,80505
DTL001110,ORD00289,PRD003,2,26835,0.05920663114268798,50492
DTL001155,ORD00298,PRD003,1,26835,0,26835
DTL001219,ORD00316,PRD003,1,26835,0,26835
DTL001204,ORD00310,PRD003,1,26835,0,26835
DTL001186,ORD00306,PRD003,2,26835,0,53670
DTL001199,ORD00309,PRD003,0,26835,0,0
DTL001245,ORD00321,PRD003,4,25244,0.052096357422689005,95715
DTL001307,ORD00336,PRD003,3,26835,0,80505
DTL001305,ORD00336,PRD003,1,26835,0.2289901534234028,20690
DTL001323,ORD00341,PRD003,1,26835,0,26835
DTL001426,ORD00372,PRD003,1,26835,0,26835
DTL001427,ORD00372,PRD003,2,26835,0.05920663114268798,50492
DTL001471,ORD00383,PRD003,3,26835,0,80505
DTL001419,ORD00369,PRD003,1,26835,0.08053150795248641,24673
DTL001430,ORD00373,PRD003,0,26835,0,0
DTL001432,ORD00373,PRD003,1,26835,0,26835
DTL001441,ORD00375,PRD003,1,26835,0,26835
DTL001444,ORD00376,PRD003,1,26835,0.2289901534234028,20690
DTL001449,ORD00377,PRD003,3,26835,0.03870718018192375,77388
DTL001507,ORD00392,PRD003,3,26835,0.02547608432583912,78454
DTL001524,ORD00397,PRD003,4,26835,0,107340
DTL001538,ORD00400,PRD003,3,26835,0,80505
DTL001545,ORD00403,PRD003,1,26835,0,26835
DTL001561,ORD00407,PRD003,2,26835,0.10273268954181221,48156
DTL001614,ORD00421,PRD003,1,26835,0,26835
DTL001607,ORD00420,PRD003,4,26835,0.009403799134850479,106330
DTL001627,ORD00425,PRD003,5,26835,0.022870211549456832,131106
DTL001629,ORD00425,PRD003,1,26835,0,26835
DTL001585,ORD00415,PRD003,2,25545,0.019964064683569576,50070
DTL001591,ORD00416,PRD003,2,26835,0.01898614011771407,52651
DTL001670,ORD00436,PRD003,1,26835,0,26835
DTL001663,ORD00433,PRD003,3,26835,0.012577825294006667,79492
DTL001644,ORD00428,PRD003,1,26835,0,26835
DTL001840,ORD00476,PRD003,4,26835,0,107340
DTL001841,ORD00476,PRD003,4,26835,0,107340
DTL001880,ORD00486,PRD003,1,26835,0,26835
DTL001882,ORD00486,PRD003,4,26835,0,107340
DTL001898,ORD00491,PRD003,1,26835,0.12586532410320955,23457
DTL002061,ORD00535,PRD003,2,26835,0,53670
DTL002034,ORD00528,PRD003,1,26835,0.2289901534234028,20690
DTL002017,ORD00524,PRD003,1,26835,0.2289901534234028,20690
DTL002023,ORD00526,PRD003,1,26835,0,26835
DTL001999,ORD00519,PRD003,1,26835,0,26835
DTL002008,ORD00522,PRD003,3,26835,0,80505
DTL002009,ORD00522,PRD003,5,26835,0.007508916838746011,133167
DTL002113,ORD00549,PRD003,1,26835,0.12586532410320955,23457
DTL002077,ORD00539,PRD003,2,26835,0,53670
DTL002072,ORD00537,PRD003,1,26835,0.2289901534234028,20690
DTL002204,ORD00574,PRD003,3,26835,0,80505
DTL002201,ORD00574,PRD003,2,26835,0,53670
DTL002173,ORD00565,PRD003,3,26835,0,80505
DTL002144,ORD00559,PRD003,1,26835,0,26835
DTL002245,ORD00584,PRD003,2,26835,0,53670
DTL002218,ORD00577,PRD003,2,26835,0.01898614011771407,52651
DTL002349,ORD00611,PRD003,1,26835,0.08053150795248641,24673
DTL002336,ORD00608,PRD003,0,26835,0,0
DTL002334,ORD00607,PRD003,1,26835,0,26835
DTL002368,ORD00617,PRD003,3,24930,0,74790
DTL002467,ORD00643,PRD003,2,26835,0,53670
